2019-01-13 21:58:13.971712: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-01-13 21:58:14.401794: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: Tesla P100-PCIE-12GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:04:00.0
totalMemory: 11.91GiB freeMemory: 11.63GiB
2019-01-13 21:58:14.401848: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla P100-PCIE-12GB, pci bus id: 0000:04:00.0, compute capability: 6.0)
Loading visual data, group a...Training on 80 classes, good luck!
done. data: (8000, 2048) - labels: (8000,)
Training on 8000 examples.
Normalizing with MinMaxScaler...
[--------------------------------------------------] 0.00% - 0/2000
[--------------------------------------------------] 0.00% - 0/2000
TRAIN - comp.: 0.0000, conf.: 1.0000, bmu rate:0.0002 - TEST - comp.: 0.0000, conf.: 1.0000, bmu rate:0.0002 [--------------------------------------------------] 0.00% - 0/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 - Saving in /usr/home/studenti/sp160362/project/deep-word-learning/data/trained-models/video/video_60x80_s30.0_b128_a0.1_trsf_minmax_seed42_1547413093_1200ep/model[==============================--------------------] 60.25% - 1205/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [==============================--------------------] 60.50% - 1210/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [==============================--------------------] 60.75% - 1215/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [==============================--------------------] 61.00% - 1220/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [==============================--------------------] 61.25% - 1225/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [==============================--------------------] 61.50% - 1230/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [==============================--------------------] 61.75% - 1235/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [===============================-------------------] 62.00% - 1240/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [===============================-------------------] 62.25% - 1245/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [===============================-------------------] 62.50% - 1250/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [===============================-------------------] 62.75% - 1255/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [===============================-------------------] 63.00% - 1260/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [===============================-------------------] 63.25% - 1265/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [===============================-------------------] 63.50% - 1270/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [===============================-------------------] 63.75% - 1275/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [================================------------------] 64.00% - 1280/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [================================------------------] 64.25% - 1285/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [================================------------------] 64.50% - 1290/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [================================------------------] 64.75% - 1295/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [================================------------------] 65.00% - 1300/2000
TRAIN - comp.: 0.4623, conf.: 0.0187, bmu rate:0.3633 - TEST - comp.: 0.4702, conf.: 0.0181, bmu rate:0.3744 [================================------------------] 65.00% - 1300/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [================================------------------] 65.00% - 1300/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 - Saving in /usr/home/studenti/sp160362/project/deep-word-learning/data/trained-models/video/video_60x80_s30.0_b128_a0.1_trsf_minmax_seed42_1547413093_1300ep/model[================================------------------] 65.25% - 1305/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [================================------------------] 65.50% - 1310/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [================================------------------] 65.75% - 1315/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [=================================-----------------] 66.00% - 1320/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [=================================-----------------] 66.25% - 1325/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [=================================-----------------] 66.50% - 1330/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [=================================-----------------] 66.75% - 1335/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [=================================-----------------] 67.00% - 1340/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [=================================-----------------] 67.25% - 1345/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [=================================-----------------] 67.50% - 1350/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [=================================-----------------] 67.75% - 1355/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [==================================----------------] 68.00% - 1360/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [==================================----------------] 68.25% - 1365/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [==================================----------------] 68.50% - 1370/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [==================================----------------] 68.75% - 1375/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [==================================----------------] 69.00% - 1380/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [==================================----------------] 69.25% - 1385/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [==================================----------------] 69.50% - 1390/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [==================================----------------] 69.75% - 1395/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [===================================---------------] 70.00% - 1400/2000
TRAIN - comp.: 0.4658, conf.: 0.0186, bmu rate:0.3646 - TEST - comp.: 0.4736, conf.: 0.0183, bmu rate:0.3696 [===================================---------------] 70.00% - 1400/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [===================================---------------] 70.00% - 1400/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 - Saving in /usr/home/studenti/sp160362/project/deep-word-learning/data/trained-models/video/video_60x80_s30.0_b128_a0.1_trsf_minmax_seed42_1547413093_1400ep/model[===================================---------------] 70.25% - 1405/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [===================================---------------] 70.50% - 1410/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [===================================---------------] 70.75% - 1415/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [===================================---------------] 71.00% - 1420/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [===================================---------------] 71.25% - 1425/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [===================================---------------] 71.50% - 1430/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [===================================---------------] 71.75% - 1435/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [====================================--------------] 72.00% - 1440/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [====================================--------------] 72.25% - 1445/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [====================================--------------] 72.50% - 1450/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [====================================--------------] 72.75% - 1455/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [====================================--------------] 73.00% - 1460/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [====================================--------------] 73.25% - 1465/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [====================================--------------] 73.50% - 1470/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [====================================--------------] 73.75% - 1475/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [=====================================-------------] 74.00% - 1480/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [=====================================-------------] 74.25% - 1485/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [=====================================-------------] 74.50% - 1490/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [=====================================-------------] 74.75% - 1495/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [=====================================-------------] 75.00% - 1500/2000
TRAIN - comp.: 0.4669, conf.: 0.0182, bmu rate:0.3692 - TEST - comp.: 0.4763, conf.: 0.0184, bmu rate:0.3663 [=====================================-------------] 75.00% - 1500/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [=====================================-------------] 75.00% - 1500/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 - Saving in /usr/home/studenti/sp160362/project/deep-word-learning/data/trained-models/video/video_60x80_s30.0_b128_a0.1_trsf_minmax_seed42_1547413093_1500ep/model[=====================================-------------] 75.25% - 1505/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [=====================================-------------] 75.50% - 1510/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [=====================================-------------] 75.75% - 1515/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [======================================------------] 76.00% - 1520/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [======================================------------] 76.25% - 1525/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [======================================------------] 76.50% - 1530/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [======================================------------] 76.75% - 1535/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [======================================------------] 77.00% - 1540/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [======================================------------] 77.25% - 1545/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [======================================------------] 77.50% - 1550/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [======================================------------] 77.75% - 1555/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [=======================================-----------] 78.00% - 1560/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [=======================================-----------] 78.25% - 1565/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [=======================================-----------] 78.50% - 1570/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [=======================================-----------] 78.75% - 1575/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [=======================================-----------] 79.00% - 1580/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [=======================================-----------] 79.25% - 1585/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [=======================================-----------] 79.50% - 1590/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [=======================================-----------] 79.75% - 1595/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [========================================----------] 80.00% - 1600/2000
TRAIN - comp.: 0.4682, conf.: 0.0184, bmu rate:0.3602 - TEST - comp.: 0.4774, conf.: 0.0182, bmu rate:0.3669 [========================================----------] 80.00% - 1600/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [========================================----------] 80.00% - 1600/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 - Saving in /usr/home/studenti/sp160362/project/deep-word-learning/data/trained-models/video/video_60x80_s30.0_b128_a0.1_trsf_minmax_seed42_1547413093_1600ep/model[========================================----------] 80.25% - 1605/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [========================================----------] 80.50% - 1610/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [========================================----------] 80.75% - 1615/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [========================================----------] 81.00% - 1620/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [========================================----------] 81.25% - 1625/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [========================================----------] 81.50% - 1630/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [========================================----------] 81.75% - 1635/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [=========================================---------] 82.00% - 1640/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [=========================================---------] 82.25% - 1645/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [=========================================---------] 82.50% - 1650/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [=========================================---------] 82.75% - 1655/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [=========================================---------] 83.00% - 1660/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [=========================================---------] 83.25% - 1665/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [=========================================---------] 83.50% - 1670/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [=========================================---------] 83.75% - 1675/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [==========================================--------] 84.00% - 1680/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [==========================================--------] 84.25% - 1685/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [==========================================--------] 84.50% - 1690/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [==========================================--------] 84.75% - 1695/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [==========================================--------] 85.00% - 1700/2000
TRAIN - comp.: 0.4661, conf.: 0.0181, bmu rate:0.3633 - TEST - comp.: 0.4773, conf.: 0.0180, bmu rate:0.3710 [==========================================--------] 85.00% - 1700/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [==========================================--------] 85.00% - 1700/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 - Saving in /usr/home/studenti/sp160362/project/deep-word-learning/data/trained-models/video/video_60x80_s30.0_b128_a0.1_trsf_minmax_seed42_1547413093_1700ep/model[==========================================--------] 85.25% - 1705/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [==========================================--------] 85.50% - 1710/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [==========================================--------] 85.75% - 1715/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [===========================================-------] 86.00% - 1720/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [===========================================-------] 86.25% - 1725/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [===========================================-------] 86.50% - 1730/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [===========================================-------] 86.75% - 1735/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [===========================================-------] 87.00% - 1740/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [===========================================-------] 87.25% - 1745/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [===========================================-------] 87.50% - 1750/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [===========================================-------] 87.75% - 1755/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [============================================------] 88.00% - 1760/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [============================================------] 88.25% - 1765/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [============================================------] 88.50% - 1770/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [============================================------] 88.75% - 1775/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [============================================------] 89.00% - 1780/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [============================================------] 89.25% - 1785/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [============================================------] 89.50% - 1790/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [============================================------] 89.75% - 1795/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [=============================================-----] 90.00% - 1800/2000
TRAIN - comp.: 0.4662, conf.: 0.0181, bmu rate:0.3563 - TEST - comp.: 0.4740, conf.: 0.0180, bmu rate:0.3652 [=============================================-----] 90.00% - 1800/2000
TRAIN - comp.: 0.4649, conf.: 0.0182, bmu rate:0.3463 - TEST - comp.: 0.4749, conf.: 0.0178, bmu rate:0.3602 [=============================================-----] 90.00% - 1800/2000
TRAIN - comp.: 0.4649, conf.: 0.0182, bmu rate:0.3463 - TEST - comp.: 0.4749, conf.: 0.0178, bmu rate:0.3602 - Saving in /usr/home/studenti/sp160362/project/deep-word-learning/data/trained-models/video/video_60x80_s30.0_b128_a0.1_trsf_minmax_seed42_1547413093_1800ep/model[=============================================-----] 90.25% - 1805/2000
TRAIN - comp.: 0.4649, conf.: 0.0182, bmu rate:0.3463 - TEST - comp.: 0.4749, conf.: 0.0178, bmu rate:0.3602 [=============================================-----] 90.50% - 1810/2000
TRAIN - comp.: 0.4649, conf.: 0.0182, bmu rate:0.3463 - TEST - comp.: 0.4749, conf.: 0.0178, bmu rate:0.3602 [=============================================-----] 90.75% - 1815/2000
TRAIN - comp.: 0.4649, conf.: 0.0182, bmu rate:0.3463 - TEST - comp.: 0.4749, conf.: 0.0178, bmu rate:0.3602 [=============================================-----] 91.00% - 1820/2000
